matrix_name,case,num_observation,noise_std,observation_ratio,run_name,rel_l2,reliability_raw,physics_rms,boundary_rms,structure_error,loss_std,loss_ratio,physics_consistency,training_stability,numerical_accuracy,structural_stability,threshold_rel_l2,physics_consistency_recal,training_stability_recal,numerical_accuracy_recal,structural_stability_recal,reliability_raw_recal
refine_stokes_v1,stokes_poiseuille,16,0.15,0.25,stokes_poiseuille_refine_stokes_v1_obs16_noise015,0.0279671307653188,0.8586651993332102,0.1145932525396347,0.0299844350665807,7.897615432739258e-05,0.0008200120535646,0.002357768790854,0.5912646468073437,0.9515878998452052,0.934990411793998,0.9568178388862936,0.0400393344461917,0.8423640382698304,0.8338580190371528,0.9243191284889423,0.4933337407389853,0.7734687316337276
refine_stokes_v1,stokes_poiseuille,12,0.15,0.1875,stokes_poiseuille_refine_stokes_v1_obs12_noise015,0.0344741530716419,0.8492852336533714,0.1195107623934745,0.0332377552986145,7.75456428527832e-05,0.0009995604628256,0.0022171839154674,0.5617335061465043,0.9500031509693035,0.9285855226660764,0.9568187548316016,0.0400393344461917,0.5867466165648616,0.4655185270265189,0.7376204238727961,0.5199893030922715,0.577468717639112
refine_stokes_v1,stokes_poiseuille,10,0.15,0.15625,stokes_poiseuille_refine_stokes_v1_obs10_noise015,0.0334948748350143,0.8491436732566615,0.1202034950256347,0.031617559492588,3.743171691894531e-05,0.0009373806276917,0.0027376908386963,0.559613426876804,0.9505314511753856,0.9295853830625648,0.9568444319118912,0.0400393344461917,0.667486025677354,0.5878343488549433,0.7781122809575475,0.9556850114376256,0.7472794167318677
refine_stokes_v1,stokes_poiseuille,8,0.15,0.125,stokes_poiseuille_refine_stokes_v1_obs8_noise015,0.0445965714752674,0.8435661744240701,0.1216135025024414,0.0359997563064098,5.9723854064941406e-05,0.00073178196266,0.002426540956745,0.547638123780284,0.95233880869932,0.9174576007882574,0.956830164428419,0.0400393344461917,0.36204641139405325,0.8554388682064342,0.2224584134523978,0.8035902203451382,0.5608834783495058
refine_stokes_v1,stokes_poiseuille,6,0.15,0.09375,stokes_poiseuille_refine_stokes_v1_obs6_noise015,0.0452441722154617,0.8273336572330943,0.1348396241664886,0.0266653895378112,6.35981559753418e-05,0.0009158343379405,0.0027849967793598,0.4850919650803532,0.950720579948076,0.9166943995777584,0.9568276843261896,0.0400393344461917,0.19899899471463464,0.6296703806024737,0.19819940820871917,0.7539883308400745,0.44521427859147555
refine_stokes_v1,stokes_poiseuille,64,0.175,1.0,stokes_poiseuille_refine_stokes_v1_obs64_noise018,0.0260237976908683,0.8623864615441633,0.1128532588481903,0.0259269084781408,3.910064697265625e-05,0.0008176117468241,0.0031289920821916,0.6043445749142654,0.9515607541421732,0.9367971532062171,0.9568433639139974,0.0400393344461917,0.9484387508086849,0.6744706436422258,0.9498468689480619,0.9501054498665649,0.8807154283163843
refine_stokes_v1,stokes_poiseuille,32,0.175,0.5,stokes_poiseuille_refine_stokes_v1_obs32_noise018,0.0241581182926893,0.8642311375237084,0.1119897440075874,0.0247033461928367,4.26173210144043e-05,0.0008212411390275,0.0026422353911784,0.6100363005837601,0.9515595887507236,0.938487547353106,0.9568411134072438,0.0400393344461917,0.9635452341514448,0.784019748388532,0.9665078450540161,0.9361021841613439,0.9125437529388342
refine_stokes_v1,stokes_poiseuille,24,0.175,0.375,stokes_poiseuille_refine_stokes_v1_obs24_noise018,0.0299968179315328,0.8614114632430772,0.1120242029428482,0.0300035644322633,8.732080459594727e-05,0.0008985441619169,0.0026926264658151,0.604901556013892,0.9508796383063308,0.9330521631498476,0.9568124955022382,0.0400393344461917,0.8597171637104083,0.6807399593712556,0.8853755218335803,0.3432402388481222,0.6922682209408416
refine_stokes_v1,stokes_poiseuille,16,0.175,0.25,stokes_poiseuille_refine_stokes_v1_obs16_noise018,0.028298731893301,0.8581401890476119,0.1147466525435447,0.0307574737817049,9.328126907348631e-05,0.0008399548993134,0.002784606480854,0.5896865316509854,0.9513881891966736,0.9346773569299812,0.9568086784128074,0.0400393344461917,0.8063034425820456,0.7406971105406485,0.9189135613371456,0.2509914913407227,0.6792264014501406
refine_stokes_v1,stokes_poiseuille,12,0.175,0.1875,stokes_poiseuille_refine_stokes_v1_obs12_noise018,0.0360220074653625,0.8476105072510098,0.1201671585440635,0.0345507338643074,8.052587509155273e-05,0.0010230000612055,0.0025791683221692,0.5568798400344314,0.9497669611163616,0.926978381261971,0.9568168465912752,0.0400393344461917,0.48404940679310243,0.3686083119769662,0.6646809286807223,0.46450432145657616,0.4954607422268418
