matrix_name,case,num_observation,noise_std,seed,observation_ratio,run_name,rel_l2,reliability_raw,physics_rms,boundary_rms,structure_error,loss_std,loss_ratio
coarse_v2,fisher_kpp,128,0.05,42,0.5,fisher_kpp_coarse_v2_obs128_noise050_seed42,0.013381628319621086,0.9477210082336056,0.020294180139899254,0.005649339407682419,0.00018787384033203125,8.790413333955693e-06,0.0004635612425762989
coarse_v2,fisher_kpp,64,0.05,42,0.25,fisher_kpp_coarse_v2_obs64_noise050_seed42,0.011176175437867641,0.9492154127598162,0.01711549237370491,0.004816743545234203,0.00015085935592651367,4.779988344507672e-06,0.0004637066809423324
coarse_v2,fisher_kpp,32,0.05,42,0.125,fisher_kpp_coarse_v2_obs32_noise050_seed42,0.013288319110870361,0.9475521937026614,0.02002057619392872,0.006982836872339249,0.00015908479690551758,1.159946707248515e-05,0.00044235294868942386
coarse_v2,fisher_kpp,16,0.05,42,0.0625,fisher_kpp_coarse_v2_obs16_noise050_seed42,0.02182876691222191,0.9445221485264822,0.022993553429841995,0.008839685469865799,0.00017791986465454102,6.171794730439058e-06,0.00038384135519681705
coarse_v2,fisher_kpp,8,0.05,42,0.03125,fisher_kpp_coarse_v2_obs8_noise050_seed42,0.02211533859372139,0.945452878639364,0.02138528972864151,0.006266382522881031,0.00038379430770874023,7.32664566789465e-06,0.00047351507194820416
coarse_v2,fisher_kpp,256,0.1,42,1.0,fisher_kpp_coarse_v2_obs256_noise100_seed42,0.01255650632083416,0.9485524828947867,0.01739037223160267,0.006354671437293291,0.00014150142669677734,1.0824420615467972e-05,0.0014345205328304483
coarse_v2,fisher_kpp,128,0.1,42,0.5,fisher_kpp_coarse_v2_obs128_noise100_seed42,0.015491503290832043,0.9463399160960829,0.022418303415179253,0.007132272701710463,0.00024384260177612305,9.167507365428185e-06,0.0015844588379786242
coarse_v2,fisher_kpp,64,0.1,42,0.25,fisher_kpp_coarse_v2_obs64_noise100_seed42,0.011187266558408737,0.948840612879819,0.017438435927033424,0.006167050916701555,0.00014722347259521484,5.780909053081409e-06,0.0016183704301973689
coarse_v2,fisher_kpp,32,0.1,42,0.125,fisher_kpp_coarse_v2_obs32_noise100_seed42,0.02256004326045513,0.9438359642957453,0.02298232726752758,0.010881785303354263,0.0004532337188720703,1.767449032297774e-05,0.001512194393776787
coarse_v2,fisher_kpp,16,0.1,42,0.0625,fisher_kpp_coarse_v2_obs16_noise100_seed42,0.03935042768716812,0.937207459575799,0.027608484029769897,0.015020890161395073,0.00045502185821533203,8.712968419246708e-06,0.0011295743225701194
coarse_v2,fisher_kpp,8,0.1,42,0.03125,fisher_kpp_coarse_v2_obs8_noise100_seed42,0.031060492619872093,0.9411300484312017,0.02679045870900154,0.008160430006682873,0.0008833408355712891,1.4994172507305128e-05,0.0015434983709120462
coarse_v2,fisher_kpp,256,0.15,42,1.0,fisher_kpp_coarse_v2_obs256_noise150_seed42,0.013463694602251053,0.9480914524669402,0.017662610858678818,0.007255842909216881,0.00014531612396240234,1.2081858538206605e-05,0.003093438010948821
coarse_v2,fisher_kpp,128,0.15,42,0.5,fisher_kpp_coarse_v2_obs128_noise150_seed42,0.018523922190070152,0.9445518409569302,0.024758219718933105,0.008935871534049511,0.0003408193588256836,1.0066656574143681e-05,0.0034435958370483332
coarse_v2,fisher_kpp,64,0.15,42,0.25,fisher_kpp_coarse_v2_obs64_noise150_seed42,0.011612833477556705,0.9481817653588422,0.018220961093902588,0.007784504909068346,0.0001443624496459961,7.102107717789469e-06,0.00353503725706719
coarse_v2,fisher_kpp,32,0.15,42,0.125,fisher_kpp_coarse_v2_obs32_noise150_seed42,0.034058522433042526,0.9386177748800056,0.027072634547948837,0.015105451457202435,0.0010330677032470703,2.5662647025826007e-05,0.003289243285792527
coarse_v2,fisher_kpp,16,0.15,42,0.0625,fisher_kpp_coarse_v2_obs16_noise150_seed42,0.057854872196912766,0.927107990734409,0.034026987850666046,0.02171802893280983,0.0009611845016479492,1.2720301794289424e-05,0.002339506501700194
coarse_v2,fisher_kpp,8,0.15,42,0.03125,fisher_kpp_coarse_v2_obs8_noise150_seed42,0.04187903180718422,0.934374670190856,0.03493233770132065,0.010787471197545528,0.0017622113227844238,3.338652894954705e-05,0.003302813747353122
coarse_v2,fisher_kpp,256,0.2,42,1.0,fisher_kpp_coarse_v2_obs256_noise200_seed42,0.014857913367450237,0.9473338481332191,0.01853071339428425,0.008229936473071575,0.00015807151794433594,1.3562935498030664e-05,0.005402687592557468
coarse_v2,fisher_kpp,128,0.2,42,0.5,fisher_kpp_coarse_v2_obs128_noise200_seed42,0.022323984652757645,0.9423513623239739,0.027359722182154655,0.010938900522887707,0.0004877448081970215,1.174557373650715e-05,0.006033299499287044
